"","Longitude","Latitude","Field","Dataset","Product","ObjId","Heading","Distance","Elevation","Desc","Swath","Moisture","YldMassDry","YldVolWet","YldVolDry","Yield","DateTime","Seconds","Easting","Northing","Rank","Quantile","Percent","Pass","Pair","PassNo"
"3284",-96.88275561,43.45220016,"East Quarter","East Quarter Corn 2015","B","3248",90.13,4.029,1473,"10/12/2015 2:07:41 PM",20,17.54,25.85,25.71,249.56,249.56,NA,NA,0.667581177736423,141.47575116525,37413.5,0.968935332659985,134.092740852184,"24","12",24
"3285",-96.88274057,43.45220014,"East Quarter","East Quarter Corn 2015","B","3249",89.5,3.996,1473.1,"10/12/2015 2:07:42 PM",20,17.54,25.01,24.87,243.41,243.41,NA,NA,2.10810067800494,141.473533955612,36858,0.954548986092767,130.788243511902,"24","12",24
"3286",-96.88272556,43.45220003,"East Quarter","East Quarter Corn 2015","B","3250",90.45,3.996,1473.1,"10/12/2015 2:07:43 PM",20,17.41,24.52,24.34,238.61,238.61,NA,NA,3.54574680069393,141.461339299056,36200,0.937508093129257,128.209123636559,"24","12",24
"3287",-96.88271098,43.45219999,"East Quarter","East Quarter Corn 2015","B","3251",90.35,3.898,1473,"10/12/2015 2:07:44 PM",20,17.54,24.61,24.47,245.57,245.57,NA,NA,4.94220785790043,141.456904878203,37086.5,0.960466682205475,131.948847455806,"24","12",24
"3288",-96.88269592,43.4521998,"East Quarter","East Quarter Corn 2015","B","3252",90.18,3.996,1473,"10/12/2015 2:07:45 PM",20,17.54,23.86,23.72,232.19,232.19,NA,NA,6.38464294140715,141.435841381518,35135,0.909926708621449,124.759550803288,"24","12",24
"3289",-96.88268085,43.4521999,"East Quarter","East Quarter Corn 2015","B","3253",89.79,3.996,1473,"10/12/2015 2:07:46 PM",20,17.54,21.82,21.69,212.34,212.34,NA,NA,7.82803581789409,141.446927432073,29593,0.766399917126356,114.093815485466,"24","12",24
"3290",-96.88266565,43.45219977,"East Quarter","East Quarter Corn 2015","B","3254",89.89,4.029,1473,"10/12/2015 2:07:47 PM",20,17.54,24.04,23.9,232.01,232.01,NA,NA,9.28387999223492,141.432515565879,35086.5,0.908670654960764,124.662833807963,"24","12",24
"3291",-96.88265071,43.45219983,"East Quarter","East Quarter Corn 2015","B","3255",89.82,3.964,1473,"10/12/2015 2:07:48 PM",20,17.54,24.99,24.85,245.21,245.21,NA,NA,10.714821570868,141.43916719637,37045,0.959391914640147,131.755413465155,"24","12",24
"3292",-96.88263557,43.45219983,"East Quarter","East Quarter Corn 2015","B","3256",89.75,4.029,1473,"10/12/2015 2:07:49 PM",20,17.54,25.01,24.87,241.43,241.43,NA,NA,12.1649189914108,141.43916719637,36621,0.948411156864268,129.724356563323,"24","12",24
"3293",-96.88262065,43.45219991,"East Quarter","East Quarter Corn 2015","B","3257",89.14,3.964,1472.9,"10/12/2015 2:07:50 PM",20,17.54,23.53,23.39,230.85,230.85,NA,NA,13.5939449840835,141.448036037286,34860.5,0.902817703882112,124.039546504755,"24","12",24
"3294",-96.88260557,43.45219968,"East Quarter","East Quarter Corn 2015","B","3258",90.46,3.996,1472.9,"10/12/2015 2:07:51 PM",20,17.54,21,20.88,204.35,204.35,NA,NA,15.0382956535506,141.422538119749,26571,0.688136119959599,109.800655526302,"24","12",24
"3295",-96.88259053,43.45219974,"East Quarter","East Quarter Corn 2015","B","3259",90.64,3.996,1472.8,"10/12/2015 2:07:52 PM",20,17.54,24.17,24.03,235.21,235.21,NA,NA,16.4788151524581,141.42918975024,35666.5,0.92369150286173,126.382247058191,"24","12",24
"3296",-96.88257561,43.45219957,"East Quarter","East Quarter Corn 2015","B","3260",90.54,3.964,1472.9,"10/12/2015 2:07:53 PM",20,17.54,21.51,21.38,211.05,211.05,NA,NA,17.9078411451307,141.410343463193,29103,0.753709890451402,113.400677018967,"24","12",24
"3297",-96.88256062,43.45219955,"East Quarter","East Quarter Corn 2015","B","3261",90.19,3.996,1472.9,"10/12/2015 2:07:54 PM",20,17.54,17.54,17.44,170.69,170.69,NA,NA,19.3435716832203,141.408126253554,13646.5,0.35341724289747,91.7145774004621,"24","12",24
"3298",-96.88254587,43.4521995,"East Quarter","East Quarter Corn 2015","B","3262",90.06,3.931,1473,"10/12/2015 2:07:55 PM",20,17.54,17.54,17.44,173.54,173.54,NA,NA,20.7563152088405,141.402583227489,14615.5,0.378512418097532,93.2459298264467,"24","12",24
"3299",-96.88253055,43.45219959,"East Quarter","East Quarter Corn 2015","B","3263",90.15,4.062,1472.9,"10/12/2015 2:07:56 PM",20,17.54,19.98,19.86,191.28,191.28,NA,NA,22.2236528907772,141.412560673619,21347,0.552844896796416,102.7779270324,"24","12",24
"3300",-96.88251544,43.45219932,"East Quarter","East Quarter Corn 2015","B","3264",90.2,4.029,1473,"10/12/2015 2:07:57 PM",20,17.54,21.44,21.32,206.97,206.97,NA,NA,23.6708769351017,141.382628335229,27634,0.715665708440163,111.208425124926,"24","12",24
"3301",-96.88250048,43.45219961,"East Quarter","East Quarter Corn 2015","B","3265",90.27,3.996,1472.9,"10/12/2015 2:07:58 PM",20,17.85,21.12,21.08,205.52,205.52,NA,NA,25.1037340969729,141.414777884045,27080,0.701318208893378,110.429315995916,"24","12",24
"3302",-96.88248576,43.45219921,"East Quarter","East Quarter Corn 2015","B","3266",90.71,3.931,1473.1,"10/12/2015 2:07:59 PM",20,17.54,20.29,20.17,200.74,200.74,NA,NA,26.5136042463746,141.370433679461,25196,0.652526351228861,107.860942453388,"24","12",24
"3303",-96.88247068,43.45219889,"East Quarter","East Quarter Corn 2015","B","3267",90.53,4.029,1473.2,"10/12/2015 2:08:00 PM",20,17.54,20,19.89,193.06,193.06,NA,NA,27.9579549144806,141.334958315006,22087.5,0.57202237588377,103.73435065284,"24","12",24
"3304",-96.88245588,43.45219948,"East Quarter","East Quarter Corn 2015","B","3268",90.29,3.964,1472.9,"10/12/2015 2:08:01 PM",20,17.1,21.47,21.23,210.64,210.64,NA,NA,29.3754874009185,141.400366017063,28947,0.749669800326315,113.180377196282,"24","12",24
"3305",-96.88244089,43.4521993,"East Quarter","East Quarter Corn 2015","B","3269",90.25,3.996,1473,"10/12/2015 2:08:02 PM",20,17.54,21.37,21.25,208.02,208.02,NA,NA,30.8112179390082,141.380411124803,27999.5,0.725131432419133,111.772607597657,"24","12",24
"3306",-96.88242589,43.45219892,"East Quarter","East Quarter Corn 2015","B","3270",91.16,3.996,1473,"10/12/2015 2:08:03 PM",20,17.51,21.09,20.97,205.29,205.29,NA,NA,32.2479062700781,141.338284130645,26984,0.698831999585632,110.305733168556,"24","12",24
"3307",-96.88241094,43.45219908,"East Quarter","East Quarter Corn 2015","B","3271",90.35,3.964,1473.1,"10/12/2015 2:08:04 PM",20,17.54,21.35,21.23,209.52,209.52,NA,NA,33.6798056389691,141.356021812479,28524.5,0.73872788957087,112.578582558702,"24","12",24
"3308",-96.88239588,43.45219859,"East Quarter","East Quarter Corn 2015","B","3272",90.49,3.996,1473.1,"10/12/2015 2:08:05 PM",20,17.54,22.15,22.02,215.57,215.57,NA,NA,35.1222407224759,141.301700161764,30622,0.79304897314376,115.829348234915,"24","12",24
"3309",-96.88238103,43.45219832,"East Quarter","East Quarter Corn 2015","B","3273",90.85,3.964,1473.1,"10/12/2015 2:08:06 PM",20,17.54,19.98,19.86,196.03,196.03,NA,NA,36.5445621697314,141.271767823374,23311,0.603708595550721,105.330181075708,"24","12",24
"3310",-96.88236597,43.45219837,"East Quarter","East Quarter Corn 2015","B","3274",90.97,3.996,1473,"10/12/2015 2:08:07 PM",20,17.54,23.64,23.5,230.03,230.03,NA,NA,37.9869972545993,141.277310848652,34666.5,0.897793489239375,123.598946859384,"24","12",24
"3311",-96.8823511,43.45219829,"East Quarter","East Quarter Corn 2015","B","3275",91.15,3.964,1472.9,"10/12/2015 2:08:08 PM",20,17.54,23.37,23.24,229.32,229.32,NA,NA,39.4112342864541,141.268442007735,34489.5,0.893209540828218,123.21745204449,"24","12",24
"3312",-96.88233622,43.45219805,"East Quarter","East Quarter Corn 2015","B","3276",91.07,3.964,1472.9,"10/12/2015 2:08:09 PM",20,17.54,22.28,22.16,218.66,218.66,NA,NA,40.8364291099282,141.241835484985,31621.5,0.818934037759304,117.489656654667,"24","12",24
"3313",-96.88232131,43.4521982,"East Quarter","East Quarter Corn 2015","B","3277",90.63,3.996,1473.1,"10/12/2015 2:08:10 PM",20,17.62,21.53,21.43,209.54,209.54,NA,NA,42.2644973109817,141.258464561605,28534,0.738973920700282,112.589328891516,"24","12",24
"3314",-96.88230619,43.45219819,"East Quarter","East Quarter Corn 2015","B","3278",90.69,4.029,1473,"10/12/2015 2:08:11 PM",20,17.54,20.35,20.24,196.48,196.48,NA,NA,43.7126791482864,141.257355956392,23497,0.608525626084479,105.571973564021,"24","12",24
"3315",-96.88229132,43.45219797,"East Quarter","East Quarter Corn 2015","B","3279",90.78,3.964,1473.1,"10/12/2015 2:08:12 PM",20,17.54,25.14,25,246.73,246.73,NA,NA,45.1369161801413,141.232966644068,37182.5,0.962952891513221,132.572134759013,"24","12",24
"3316",-96.88227641,43.45219826,"East Quarter","East Quarter Corn 2015","B","3280",90.44,3.964,1473.1,"10/12/2015 2:08:13 PM",20,17.54,22.37,22.24,219.53,219.53,NA,NA,46.5649843798337,141.265116192884,31908.5,0.82636676766892,117.957122132072,"24","12",24
"3317",-96.8822617,43.45219786,"East Quarter","East Quarter Corn 2015","B","3281",90.4,3.931,1473.1,"10/12/2015 2:08:14 PM",20,17.54,21.84,21.72,216.1,216.1,NA,NA,47.9738967362552,141.220771987512,30792,0.79745163545956,116.114126054484,"24","12",24
"3318",-96.88224697,43.45219764,"East Quarter","East Quarter Corn 2015","B","3282",90.77,3.964,1473.2,"10/12/2015 2:08:15 PM",20,17.54,22.75,22.62,223.23,223.23,NA,NA,49.384724677276,141.196382675187,32937.5,0.853015823686323,119.945193702649,"24","12",24
"3319",-96.88223224,43.4521978,"East Quarter","East Quarter Corn 2015","B","3283",90.61,3.931,1473.2,"10/12/2015 2:08:16 PM",20,17.54,21.73,21.61,215,215,NA,NA,50.7955526182968,141.214120357021,30442,0.788387330691736,115.523077749718,"24","12",24
"3320",-96.88221771,43.45219753,"East Quarter","East Quarter Corn 2015","B","3284",90.64,3.865,1473.2,"10/12/2015 2:08:17 PM",20,17.54,19.14,19.03,192.55,192.55,NA,NA,52.1872247133244,141.184188018631,21883,0.566726232097998,103.460319166085,"24","12",24
"3321",-96.88220273,43.45219764,"East Quarter","East Quarter Corn 2015","B","3285",90.69,3.964,1473.1,"10/12/2015 2:08:18 PM",20,17.54,22.55,22.42,221.27,221.27,NA,NA,53.621997459795,141.196382675187,32393,0.838914355268951,118.892053086884,"24","12",24
"3322",-96.88218776,43.45219748,"East Quarter","East Quarter Corn 2015","B","3286",90.61,3.964,1473.2,"10/12/2015 2:08:19 PM",20,17.54,21.71,21.58,213,213,NA,NA,55.0558124146465,141.178644993353,29795,0.771631315878072,114.448444468325,"24","12",24
"3323",-96.88217276,43.45219757,"East Quarter","East Quarter Corn 2015","B","3287",90.66,3.996,1473,"10/12/2015 2:08:20 PM",20,17.38,21.31,21.14,207.34,207.34,NA,NA,56.4925007443553,141.188622439483,27759.5,0.718915909149768,111.407232281984,"24","12",24
"3324",-96.88215813,43.45219779,"East Quarter","East Quarter Corn 2015","B","3288",90.4,3.898,1473.1,"10/12/2015 2:08:21 PM",20,17.54,21.22,21.1,211.72,211.72,NA,NA,57.8937507637406,141.213011751808,29364,0.760469272006837,113.760679168234,"24","12",24
"3325",-96.88214336,43.45219754,"East Quarter","East Quarter Corn 2015","B","3289",90.21,3.931,1473.1,"10/12/2015 2:08:22 PM",20,17.54,20.75,20.64,205.35,205.35,NA,NA,59.3084098725989,141.185296623844,27008,0.699453551912568,110.337972166998,"24","12",24
"3326",-96.88212865,43.45219739,"East Quarter","East Quarter Corn 2015","B","3290",90.25,3.898,1473.3,"10/12/2015 2:08:23 PM",20,17.54,23.24,23.1,231.85,231.85,NA,NA,60.7173222290204,141.168667547224,35053,0.907803071504416,124.576863145452,"24","12",24
"3327",-96.88211399,43.45219728,"East Quarter","East Quarter Corn 2015","B","3291",90.39,3.898,1473.3,"10/12/2015 2:08:24 PM",20,17.54,22.48,22.35,224.33,224.33,NA,NA,62.1214456246241,141.156472890667,33273.5,0.861717556263435,120.536242007415,"24","12",24
"3328",-96.88209897,43.45219742,"East Quarter","East Quarter Corn 2015","B","3292",90.44,3.996,1473.2,"10/12/2015 2:08:25 PM",20,17.95,22.44,22.42,218.37,218.37,NA,NA,63.5600495389322,141.171993362075,31530,0.816564369512858,117.333834828865,"24","12",24
"3329",-96.8820843,43.45219738,"East Quarter","East Quarter Corn 2015","B","3293",89.56,3.898,1473.2,"10/12/2015 2:08:26 PM",20,17.54,24.46,24.32,244.02,244.02,NA,NA,64.9651307261551,141.16755894201,36929.5,0.956400694066765,131.116006662726,"24","12",24
"3330",-96.88206936,43.45219747,"East Quarter","East Quarter Corn 2015","B","3294",89.14,3.964,1473.1,"10/12/2015 2:08:27 PM",20,17.54,22.22,22.09,218.01,218.01,NA,NA,66.396072303427,141.17753638814,31420.5,0.81372853702121,117.140400838214,"24","12",24
"3331",-96.88205473,43.4521973,"East Quarter","East Quarter Corn 2015","B","3295",90.17,3.898,1473.1,"10/12/2015 2:08:28 PM",20,17.54,19.09,18.98,190.48,190.48,NA,NA,67.7973223228124,141.158690101094,21026,0.54453163442364,102.348073719843,"24","12",24
"3332",-96.88203997,43.45219759,"East Quarter","East Quarter Corn 2015","B","3296",90.06,3.931,1473,"10/12/2015 2:08:29 PM",20,17.92,21.7,21.67,214.67,214.67,NA,NA,69.2110236400516,141.190839649122,30331,0.785512651179655,115.345763258288,"24","12",24
"3333",-96.88202531,43.45219769,"East Quarter","East Quarter Corn 2015","B","3297",90.14,3.898,1473,"10/12/2015 2:08:30 PM",20,17.92,22.05,22.02,220,220,NA,NA,70.6151470342942,141.201925700465,32046,0.829927744541994,118.2096609532,"24","12",24
"3334",-96.88201056,43.45219756,"East Quarter","East Quarter Corn 2015","B","3298",89.93,3.931,1473,"10/12/2015 2:08:31 PM",20,17.92,23.37,23.35,231.26,231.26,NA,NA,72.0278905599143,141.18751383427,34940.5,0.904889544971901,124.259846327441,"24","12",24
"3335",-96.88199611,43.45219745,"East Quarter","East Quarter Corn 2015","B","3299",89.98,3.865,1472.9,"10/12/2015 2:08:32 PM",20,17.92,24.26,24.23,244.07,244.07,NA,NA,73.4119003179058,141.175319177714,36932,0.956465439100821,131.142872494761,"24","12",24
"3336",-96.88198119,43.45219763,"East Quarter","East Quarter Corn 2015","B","3300",89.99,3.964,1472.9,"10/12/2015 2:08:33 PM",20,17.8,24.64,24.58,241.83,241.83,NA,NA,74.8409263105785,141.195274069974,36674,0.949783751586253,129.939283219601,"24","12",24
"3337",-96.88196653,43.45219762,"East Quarter","East Quarter Corn 2015","B","3301",90.22,3.898,1472.9,"10/12/2015 2:08:34 PM",20,17.92,26.6,26.57,265.36,265.36,NA,NA,76.2450497061822,141.194165464761,38194,0.989148732292233,142.582343775187,"24","12",24
"3338",-96.88195163,43.45219737,"East Quarter","East Quarter Corn 2015","B","3302",90.11,3.964,1472.8,"10/12/2015 2:08:35 PM",20,17.92,23.84,23.81,233.9,233.9,NA,NA,77.6721601142555,141.166450336797,35452,0.918136378939735,125.678362258879,"24","12",24
"3339",-96.88193695,43.45219774,"East Quarter","East Quarter Corn 2015","B","3303",89.79,3.898,1472.8,"10/12/2015 2:08:36 PM",20,17.92,23.13,23.1,230.79,230.79,NA,NA,79.0781990944586,141.20746872653,34846,0.902442182684588,124.007307506313,"24","12",24
"3340",-96.8819221,43.45219736,"East Quarter","East Quarter Corn 2015","B","3304",90.01,3.964,1472.8,"10/12/2015 2:08:37 PM",20,17.92,25.12,25.09,246.46,246.46,NA,NA,80.5005205417142,141.165341731584,37153,0.962188900111361,132.427059266025,"24","12",24
"3341",-96.88190743,43.45219758,"East Quarter","East Quarter Corn 2015","B","3305",89.98,3.898,1472.8,"10/12/2015 2:08:38 PM",20,17.92,21.85,21.83,218.01,218.01,NA,NA,81.905601728937,141.189731044696,31420.5,0.81372853702121,117.140400838214,"24","12",24
"3342",-96.88189273,43.45219728,"East Quarter","East Quarter Corn 2015","B","3306",90.13,3.898,1472.7,"10/12/2015 2:08:39 PM",20,17.92,20.37,20.35,203.26,203.26,NA,NA,83.3135562923783,141.156472890667,26143.5,0.677064719136042,109.214980387943,"24","12",24
"3343",-96.88187822,43.45219745,"East Quarter","East Quarter Corn 2015","B","3307",90.13,3.865,1472.8,"10/12/2015 2:08:40 PM",20,17.92,22.8,22.77,229.41,229.41,NA,NA,84.7033128041678,141.175319177714,34511.5,0.89377929712791,123.265810542152,"24","12",24
"3344",-96.88186322,43.45219721,"East Quarter","East Quarter Corn 2015","B","3308",90.21,3.996,1472.8,"10/12/2015 2:08:41 PM",20,17.92,20.77,20.75,202.12,202.12,NA,NA,86.1400011352376,141.148712654964,25722.5,0.666161655401031,108.602439417549,"24","12",24
"3345",-96.88184845,43.45219717,"East Quarter","East Quarter Corn 2015","B","3309",90.3,3.931,1472.8,"10/12/2015 2:08:42 PM",20,17.92,22.75,22.73,225.15,225.15,NA,NA,87.5546602440959,141.144278234111,33477,0.866987802035584,120.976841652786,"24","12",24
"3346",-96.88183329,43.45219702,"East Quarter","East Quarter Corn 2015","B","3310",90.02,4.062,1472.7,"10/12/2015 2:08:43 PM",20,17.72,23.96,23.88,229.42,229.42,NA,NA,89.0066732505992,141.127649157491,34515,0.893869940175589,123.271183708559,"24","12",24
"3347",-96.88181848,43.4521972,"East Quarter","East Quarter Corn 2015","B","3311",90.02,3.931,1472.8,"10/12/2015 2:08:44 PM",20,18.15,23.95,23.99,236.93,236.93,NA,NA,90.4251635286562,141.147604049751,35963,0.931370263900759,127.306431680189,"24","12",24
"3348",-96.88180328,43.45219699,"East Quarter","East Quarter Corn 2015","B","3312",90.29,4.029,1472.7,"10/12/2015 2:08:45 PM",20,17.89,25.04,25,241.68,241.68,NA,NA,91.8810077043581,141.124323341852,36653,0.949239893300184,129.858685723497,"24","12",24
"3349",-96.88178839,43.45219689,"East Quarter","East Quarter Corn 2015","B","3313",90.38,3.964,1472.7,"10/12/2015 2:08:46 PM",20,17.89,23.89,23.85,234.42,234.42,NA,NA,93.3071603208124,141.113237291296,35533,0.920234118043146,125.957766912041,"24","12",24
"3350",-96.88177361,43.45219693,"East Quarter","East Quarter Corn 2015","B","3314",90.38,3.931,1472.7,"10/12/2015 2:08:47 PM",20,17.89,24.38,24.34,241.18,241.18,NA,NA,94.7227772226509,141.117671711361,36592,0.94766011446922,129.590027403149,"24","12",24
"3351",-96.88175859,43.45219634,"East Quarter","East Quarter Corn 2015","B","3315",90.45,3.996,1472.8,"10/12/2015 2:08:48 PM",20,17.89,25.57,25.53,248.82,248.82,NA,NA,96.161381136959,141.052264009303,37354,0.967394400849455,133.695126538069,"24","12",24
"3352",-96.88174381,43.45219636,"East Quarter","East Quarter Corn 2015","B","3316",90.44,3.931,1472.8,"10/12/2015 2:08:49 PM",20,17.89,21.04,21.01,208.19,208.19,NA,NA,97.5769980387975,141.05448121973,28066,0.72685365032502,111.863951426576,"24","12",24
"3353",-96.88172873,43.45219625,"East Quarter","East Quarter Corn 2015","B","3317",90.43,3.996,1472.8,"10/12/2015 2:08:50 PM",20,17.89,20.2,20.17,196.61,196.61,NA,NA,99.0213487069036,141.042286563174,23548,0.60984642477922,105.641824727312,"24","12",24
"3354",-96.88171362,43.45219661,"East Quarter","East Quarter Corn 2015","B","3318",89.97,4.029,1472.8,"10/12/2015 2:08:51 PM",20,17.89,24.42,24.38,235.71,235.71,NA,NA,100.468572752589,141.082196347693,35760,0.926112967135421,126.65090537854,"24","12",24
"3355",-96.8816986,43.45219642,"East Quarter","East Quarter Corn 2015","B","3319",89.96,3.996,1472.8,"10/12/2015 2:08:52 PM",20,17.89,21.48,21.45,209.07,209.07,NA,NA,101.907176668258,141.06113285022,28350,0.734208686193769,112.336790070388,"24","12",24
"3356",-96.88168358,43.45219611,"East Quarter","East Quarter Corn 2015","B","3320",90.07,3.996,1472.9,"10/12/2015 2:08:53 PM",20,17.89,22.87,22.84,222.61,222.61,NA,NA,103.345780582566,141.026766091766,32774.5,0.848794447465879,119.612057385417,"24","12",24
"3357",-96.88166872,43.45219614,"East Quarter","East Quarter Corn 2015","B","3321",89.78,3.964,1472.9,"10/12/2015 2:08:54 PM",20,17.89,21.62,21.58,212.1,212.1,NA,NA,104.769059822802,141.030091906617,29507.5,0.764185636961645,113.964859491698,"24","12",24
"3358",-96.8816538,43.45219607,"East Quarter","East Quarter Corn 2015","B","3322",90.18,3.964,1473,"10/12/2015 2:08:55 PM",20,17.89,20.71,20.68,203.22,203.22,NA,NA,106.198085815475,141.022331670914,26124,0.676559707870406,109.193487722315,"24","12",24
"3359",-96.88163898,43.45219625,"East Quarter","East Quarter Corn 2015","B","3323",90.11,3.931,1473,"10/12/2015 2:08:56 PM",20,17.89,21.59,21.56,213.65,213.65,NA,NA,107.617533885151,141.042286563174,30002.5,0.777005153704711,114.797700284778,"24","12",24
"3360",-96.88162385,43.45219619,"East Quarter","East Quarter Corn 2015","B","3324",89.98,4.029,1473,"10/12/2015 2:08:57 PM",20,17.89,20.47,20.44,197.56,197.56,NA,NA,109.066673515436,141.035634932683,23915,0.619350995778624,106.152275535973,"24","12",24
"3361",-96.881609,43.45219609,"East Quarter","East Quarter Corn 2015","B","3325",89.98,3.964,1473.1,"10/12/2015 2:08:58 PM",20,17.89,21.13,21.1,207.33,207.33,NA,NA,110.488994962691,141.02454888134,27755.5,0.718812317095279,111.401859115577,"24","12",24
"3362",-96.88159395,43.45219598,"East Quarter","East Quarter Corn 2015","B","3326",90.29,3.996,1473.1,"10/12/2015 2:08:59 PM",20,17.89,24.75,24.71,240.87,240.87,NA,NA,111.930472254579,141.012354224784,36553,0.946650091937948,129.423459244533,"24","12",24
"3363",-96.881579,43.45219597,"East Quarter","East Quarter Corn 2015","B","3327",91.33,3.996,1473.1,"10/12/2015 2:09:00 PM",20,17.89,21.92,21.89,213.37,213.37,NA,NA,113.36237162347,141.011245619571,29912,0.774661383471888,114.647251625383,"24","12",24
"3364",-96.88156388,43.45219588,"East Quarter","East Quarter Corn 2015","B","3328",90.29,4.029,1473.2,"10/12/2015 2:09:01 PM",20,17.89,22.01,21.98,212.48,212.48,NA,NA,114.810553460775,141.001268173441,29637,0.76753942972574,114.169039815163,"24","12",24
"3365",-96.88154903,43.45219586,"East Quarter","East Quarter Corn 2015","B","3329",90.2,3.964,1473.2,"10/12/2015 2:09:02 PM",20,17.89,24.75,24.71,242.86,242.86,NA,NA,116.23287490803,140.999050963802,36801.5,0.953085748323104,130.492719359519,"24","12",24
"3366",-96.88153426,43.45219558,"East Quarter","East Quarter Corn 2015","B","3330",90.37,3.931,1473.3,"10/12/2015 2:09:03 PM",20,17.89,22.63,22.6,223.92,223.92,NA,NA,117.64753401825,140.968010020199,33166.5,0.858946468805843,120.315942184729,"24","12",24
"3367",-96.88151967,43.45219567,"East Quarter","East Quarter Corn 2015","B","3331",90.38,3.865,1473.4,"10/12/2015 2:09:04 PM",20,17.89,24.09,24.05,242.38,242.38,NA,NA,119.044952867075,140.977987466329,36741,0.951518918498951,130.234807371984,"24","12",24
"3368",-96.88150458,43.45219559,"East Quarter","East Quarter Corn 2015","B","3332",90.52,3.996,1473.4,"10/12/2015 2:09:05 PM",20,17.89,23.71,23.68,230.77,230.77,NA,NA,120.490261328162,140.969118625413,34842,0.902338590630099,123.9965611735,"24","12",24
"3369",-96.88148969,43.45219539,"East Quarter","East Quarter Corn 2015","B","3333",90.66,3.964,1473.5,"10/12/2015 2:09:06 PM",20,17.89,22.79,22.75,223.58,223.58,NA,NA,121.916413944616,140.946946522726,33028,0.855359593919146,120.133254526893,"24","12",24
"3370",-96.88147479,43.45219513,"East Quarter","East Quarter Corn 2015","B","3334",90.75,3.964,1473.6,"10/12/2015 2:09:07 PM",20,17.89,23.89,23.85,234.42,234.42,NA,NA,123.343524352689,140.91812278955,35533,0.920234118043146,125.957766912041,"24","12",24
"3371",-96.88145999,43.45219528,"East Quarter","East Quarter Corn 2015","B","3335",90.74,3.931,1473.6,"10/12/2015 2:09:08 PM",20,17.89,22.56,22.53,223.26,223.26,NA,NA,124.761056839127,140.93475186617,32950.5,0.853352497863414,119.96131320187,"24","12",24
"3372",-96.88144538,43.45219483,"East Quarter","East Quarter Corn 2015","B","3336",90.61,3.898,1473.7,"10/12/2015 2:09:09 PM",20,17.89,23.54,23.5,234.84,234.84,NA,NA,126.160391272552,140.884864636308,35616.5,0.922396602180613,126.183439901134,"24","12",24
"3373",-96.88143053,43.45219458,"East Quarter","East Quarter Corn 2015","B","3337",90.63,3.996,1473.7,"10/12/2015 2:09:10 PM",20,17.89,24.71,24.67,240.44,240.44,NA,NA,127.582712719807,140.857149507557,36480.5,0.944772485950328,129.192413089033,"24","12",24
"3374",-96.88141582,43.45219501,"East Quarter","East Quarter Corn 2015","B","3338",90.22,3.931,1473.8,"10/12/2015 2:09:11 PM",20,17.89,22.06,22.02,218.24,218.24,NA,NA,128.991625076229,140.904819527781,31482,0.815321264858985,117.263983665574,"24","12",24
